,Unnamed: 0,QId,QPostTypeId,QAcceptedAnswerId,QOwnerUserId,QAnswerCount,QCommentCount,QFavoriteCount,QCommunityOwnedDate,QCreationDate,QScore,QViewCount,QTitle,QBody,QTags,QStackTrace,Webpack,React,Express,Vue,Jest
42600,41853,70283652,1,71070096,13801417,1.0,2.0,0.0,0.0,2021-12-09T01:20:09.040,0.0,453.0,Jest + Typescript Unable to Import Library (tiny-secp256k1),"<p>I am currently using the npm package <code>tiny-secp256k1</code>.</p>
<p>It provides non-default exports of many functions (with type declaration).</p>
<p>No matter how I try to import it, running my test suite. Jest throws:</p>
<pre><code>    /pathToProject/node_modules/tiny-secp256k1/lib/index.js:1
    ({&quot;Object.&lt;anonymous&gt;&quot;:function(module,exports,require,__dirname,__filename,jest){import { compare } from &quot;uint8array-tools&quot;;
                                                                                      ^^^^^^

SyntaxError: Cannot use import statement outside a module
</code></pre>
<p>I cannot tell if this issue is isolated to the library, or is caused by my configuration.
I can import other libraries without complication.</p>
<p><code>jest.config.ts</code></p>
<pre class=""lang-js prettyprint-override""><code>export default {
    verbose: true,
    transform: {
        '^.+\\.(ts|tsx)?$': 'ts-jest',
    },
    testPathIgnorePatterns: ['__tests__/helpers'],
};
</code></pre>
<p><code>tsconfig.json</code></p>
<pre class=""lang-json prettyprint-override""><code>{
    &quot;compilerOptions&quot;: {
        &quot;target&quot;: &quot;ES2020&quot;,
        &quot;module&quot;: &quot;commonjs&quot;,
        &quot;outDir&quot;: &quot;dist&quot;,
        &quot;allowJs&quot;: false,
        &quot;sourceMap&quot;: true,
        &quot;resolveJsonModule&quot;: true,
        &quot;esModuleInterop&quot;: true,
        &quot;allowSyntheticDefaultImports&quot;: true
    },
    &quot;exclude&quot;: [&quot;__tests__/&quot;]
}
</code></pre>
",<typescript><npm><jestjs><ts-jest>,0.0,0,0,0,0,1
42906,42159,70508539,1,70508682,16532264,1.0,0.0,0.0,0.0,2021-12-28T14:37:09.550,-1.0,630.0,Cannot use import statement outside a module calling values from another file,"<p>Unable to Resolve the Import issue, already have type = module added in package.json file</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-html lang-html prettyprint-override""><code>import { env, username, password, panel } from ""../DemoAutomationProject/config"";
^^^^^^

SyntaxError: Cannot use import statement outside a module
    at wrapSafe (internal/modules/cjs/loader.js:1001:16)
    at Module._compile (internal/modules/cjs/loader.js:1049:27)
    at Object.Module._extensions..js (internal/modules/cjs/loader.js:1114:10)
    at Module.load (internal/modules/cjs/loader.js:950:32)
    at Function.Module._load (internal/modules/cjs/loader.js:790:12)
    at Function.executeUserEntryPoint [as runMain] (internal/modules/run_main.js:76:12)
    at internal/main/run_main_module.js:17:47</code></pre>
</div>
</div>
</p>
<p>[![testcase.jsfile][1]][1]</p>
<p><a href=""https://i.stack.imgur.com/7jgL4.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/7jgL4.png"" alt=""configjs file"" /></a></p>
<p>Unable to solve this import error</p>
<p><a href=""https://i.stack.imgur.com/I0XTu.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/I0XTu.png"" alt=""dependencies"" /></a></p>
",<javascript><node.js><npm><puppeteer><jest-puppeteer>,1.0,0,0,0,0,1
44685,43938,71781215,1,0,18735826,1.0,1.0,0.0,0.0,2022-04-07T11:18:50.120,5.0,6229.0,TypeError: Failed to load plugin 'jest' declared in '.eslintrc': Class extends value undefined is not a constructor or null,"<p>I was updating react-scripts to latest version i.e. 5.0.0 and started seeing above error.
One article suggested to upgrade @typescript-eslint to version ^5.0.0 in order to be compatible with eslint version ^8.3.0 which comes by default by updating react-scripts to 5.0.0, which I did but error still exists.
Please help as it is a critical issue as build is failing.</p>
",<reactjs><npm><eslint><babel-jest><react-scripts>,0.0,0,1,0,0,1
45543,44796,72395114,1,0,19036060,1.0,3.0,0.0,0.0,2022-05-26T16:32:20.420,1.0,816.0,Mocking in Jest (Typescript - Mock chrome namespace),"<p>I have a <strong>chrome extension in react</strong>.
I started to add some test, but i am having a hard with some tests.</p>
<p>I want to test my <strong><code>&lt;App/&gt;</code> component</strong>, but i get an error in any way i have tried it.</p>
<p>By doing this:</p>
<pre><code>import React from &quot;react&quot;;
import { render, fireEvent } from &quot;@testing-library/react&quot;;
import App from &quot;../../App&quot;;
import { BMEUtils } from &quot;../../app/helpers/utils/BMEUtils&quot;;
import { FormContainerID } from &quot;../../app/dom-elements/_components/forms/AbsoluteContainer&quot;;
import renderer from 'react-test-renderer';


describe(&quot;tests &quot;, () =&gt; {

  it(&quot;test App&quot;, () =&gt; {
    const component = renderer.create(
      &lt;App /&gt;,
    );
    const b = document.getElementById(FormContainerID)
    const a =  document.getElementById(&quot;login-btn&quot;);
    
    let tree = component.toJSON();
    expect(tree).toMatchSnapshot();
    
    expect(a).not.toBeNull();
    expect(b).not.toBeNull();
   
  });
});

</code></pre>
<p>I get a error during the test</p>
<pre><code>ReferenceError: chrome is not defined
</code></pre>
<p>Because one of the components calls this namespace to add a listener (<code>chrome.runtime.onMessage.addListener</code>)</p>
<p>I have tried:</p>
<pre><code>global.chrome = jest.fn() as any;
jest.mock('chrome');
</code></pre>
<pre><code>import chrome from &quot;sinon-chrome&quot;;
 beforeAll(function () {
    global.chrome = chrome as any;
 });
</code></pre>
<pre><code>const chrome = require('sinon-chrome/extensions');
beforeAll(function () {
    global.chrome = chrome ;
});
</code></pre>
<pre><code>var globalRef:any =global;
globalRef.chrome = jest.fn().mockImplementation();
const component = renderer.create(
   &lt;App /&gt;,
);
</code></pre>
<pre><code>import { mount } from 'enzyme';
const wrapper = mount(
   &lt;App/&gt;
);
const p = wrapper.find('#login-btn');
</code></pre>
<p><strong>But none of them worked for me</strong>.</p>
<p>This is my main problem.</p>
<p>Other problem that i have, and may be related to the previous, is that i dont know how to mock the implementation of some functions that are executed inside the method i am calling, and are not modules.</p>
<p>For example</p>
<pre><code>// Test as Base64 Image
// Utils is a namespace
test('base64Image', () =&gt; {
  ...
  const file = ...;
  let base64Image = Utils.asBase64Image(file);
  expect(base64Image).not.toEqual(&quot;&quot;);
  ...
});
</code></pre>
<pre><code>function asBase64Image(file:File) {
  ...
  canvas.getContext(&quot;2d&quot;);
  img.onload
  ...
}
</code></pre>
<p>The workaround that i came up with is to use Modules to replace those functions and mock them, for example instead of <code>img.onload</code> -&gt; <code>module.loadImage(img).then(...)</code>
but i want to learn the correct way to do it if it is possible.</p>
<p>Anyway my real problem now is that i can not test my <code>&lt;App/&gt;</code> component.</p>
",<typescript><npm><google-chrome-extension><jestjs><babel-jest>,0.0,0,0,0,0,1
46293,45546,72921321,1,0,306347,1.0,2.0,0.0,0.0,2022-07-09T12:22:43.987,0.0,757.0,"npm install not installing nested dependency, but does install them when installing explicitly","<p>I have a package (<a href=""https://github.com/Voitanos/jest-preset-spfx"" rel=""nofollow noreferrer"">https://github.com/Voitanos/jest-preset-spfx</a>) with the a few <code>dependencies</code>:</p>
<pre class=""lang-json prettyprint-override""><code>&quot;dependencies&quot;: {
  &quot;@types/jest&quot;: &quot;28.1.4&quot;,
  &quot;identity-obj-proxy&quot;: &quot;3.0.0&quot;,
  &quot;jest-junit&quot;: &quot;14.0.0&quot;,
  &quot;ts-jest&quot;: &quot;28.0.5&quot;
}
</code></pre>
<p>The package includes a shrinkwrap file. The intention of this package is to install it in another project where it installs these specific version dependencies.</p>
<p>Now... when I install this package, there are no errors/warnings &amp; it completes successfully, yetI see three inconsistent things happening that's confusing:</p>
<ul>
<li>two dependencies (identity-obj-proxy &amp; jest-junit) are installed with the expected versions</li>
<li>one dependency (@types/jest) was already present as an older version (by another dependency in the original project), but the version I'm specifying isn't installed</li>
<li>one dependency (ts-jest) isn't installed at all</li>
</ul>
<p>Looking at the verbose NPM install logs, I can see all the expected versions listed for all three types of behaviors above... 75% of them have only my version listed:</p>
<pre><code>71 silly audit   '@types/jest': [ '25.2.1', '28.1.4' ],
..
71 silly audit   'identity-obj-proxy': [ '3.0.0' ],
71 silly audit   'jest-junit': [ '14.0.0' ],
..
71 silly audit   'ts-jest': [ '28.0.5' ]
</code></pre>
<p>I can get around this by explicitly installing each dependency, but that defeats the purpose of this package as the whole point of it is:</p>
<ol>
<li>install specific versions of dependencies so the consumer doesn't have to figure out the correct versions to use</li>
<li>run a postinstall script to make a few tweaks to the project</li>
</ol>
<p>I've used two versions of the latest NPM (v8), both 8.5.5 &amp; 8.13.2 have the same behavior. At a loss as to why this would happen... no errors, warnings, or other stuff in the logs are giving clues as to why this is happening. Ideas?</p>
",<node.js><npm><jestjs><npm-install><ts-jest>,0.0,0,0,0,0,1
46306,45559,72928355,1,0,6116008,1.0,0.0,0.0,0.0,2022-07-10T12:06:37.270,0.0,795.0,How to pass an argument to 2nd command when using `concurrently` with npm?,"<p>I have 2 npm scripts: <code>tsc -w</code> and <code>jest --watch</code> that I want to execute concurrently. I know there is a tool called <code>concurrently</code> that could be used for this.</p>
<pre class=""lang-json prettyprint-override""><code>&quot;test:watch&quot;: &quot;concurrently -P --kill-others \&quot;npm run watch\&quot;  \&quot;jest --watchAll -- {@} \&quot;&quot;,
</code></pre>
<p>Problem is I want to pass a param to the Jest command, and not to the <code>concurrently</code> command.</p>
<p>How to pass an argument to the 2nd command when using <code>concurrently</code> with <code>npm</code>?</p>
",<npm><jestjs><ts-jest><concurrently>,0.0,0,0,0,0,1
47339,46592,73704722,1,0,12478069,0.0,1.0,0.0,0.0,2022-09-13T14:27:51.287,1.0,66.0,How do I write a Jest test case in TypeScript to check if any required dependency is missing from package.json,"<p>I have a Node project where I have all the required dependencies listed in package.json. I use Docker to deploy the project and Jenkins for continuous deployment.</p>
<p>I want to write a Jest test case such that if any required dependency is removed from package.json (accidentally), I should be able to catch the error during Jenkins build.</p>
<p>It is not necessarily to be a test case, it can be anything, with that I should be able to catch the error during Jenkins build, and the build should fail if any dependency is missing.</p>
",<node.js><typescript><jenkins><npm><ts-jest>,0.0,0,0,0,0,1
48061,47314,74304217,1,0,13311173,0.0,0.0,0.0,0.0,2022-11-03T13:51:45.593,2.0,132.0,Jest coverage test does not include 'rewired' files,"<p>I am including my non-exported function (let's say A) to the Jest unit tests with the 'rewire' function. When I run the coverage test, the A function is not included to the coverage test. Is there any way to include rewired files to the coverage test?</p>
<p>Is there any configurations which should be provided to the babel.config.json?</p>
<pre><code>{
  &quot;presets&quot;: [&quot;@babel/preset-env&quot;],
  &quot;plugins&quot;: [&quot;babel-plugin-rewire&quot;]
}
</code></pre>
",<npm><jestjs><babel-jest><rewire>,0.0,0,0,0,0,1
48692,47945,74751919,1,0,519836,0.0,1.0,0.0,0.0,2022-12-10T09:56:48.213,7.0,796.0,Jest cannot find module in workspace,"<p>I have an NPM project structured in workspaces:</p>
<pre><code>proj/
+-node_modules/
+-packages/
  +-pkg1/
    +-src/
      |-c1.ts
      |-c1.test.ts
    |-package.json
    |-jest.config.js
  +-pkg2/
    +-src/
      |-c2.ts
    |-package.json
+-apps/
|-package.json
</code></pre>
<p>The project's <code>package.json</code>:</p>
<pre><code>{
  &quot;name&quot;: &quot;proj&quot;,
  &quot;scripts&quot;: {
    ...
    &quot;test:pkg1&quot;: &quot;npm test -w packages/pkg1&quot;,
  },
  &quot;workspaces&quot;: [
    &quot;packages/*&quot;,
    &quot;apps/*&quot;
  ]
}
</code></pre>
<p>The <code>package.json</code> inside <code>pkg1</code>:</p>
<pre><code>{
  &quot;name&quot;: &quot;@proj/pkg1&quot;,
  &quot;scripts&quot;: {
    ...
    &quot;test&quot;: &quot;jest --config=jest.config.js&quot;,
  },
  &quot;devDependencies&quot;: {
    &quot;@types/pegjs&quot;: &quot;0.10.3&quot;,
    &quot;@types/jest&quot;: &quot;29.1.1&quot;,
    &quot;ts-loader&quot;: &quot;9.3.1&quot;,
    &quot;typescript&quot;: &quot;4.8.3&quot;,
    &quot;webpack&quot;: &quot;5.74.0&quot;,
    &quot;webpack-cli&quot;: &quot;4.10.0&quot;,
    &quot;jest&quot;: &quot;29.1.2&quot;,
    &quot;ts-jest&quot;: &quot;29.0.3&quot;
  },
  &quot;dependencies&quot;: {
    &quot;@proj/pkg2&quot;: &quot;1.0.0&quot;
  }
}
</code></pre>
<p>The test file <code>c1.test.ts</code> is:</p>
<pre><code>import { Component1 } from &quot;@proj/pkg2&quot;;

describe(&quot;some tests&quot;, () =&gt; {
    test(&quot;a test case&quot;, () =&gt; {
        // Arrange ...
        // Act ...
        // Assert ...
    });
});

</code></pre>
<h3>The problem</h3>
<p>When, from the project's root, I run: <code>npm run test:pkg1</code>, I get:</p>
<pre><code>    &gt; 1 | import { Component1 } from &quot;@proj/pkg2&quot;;
        | ^
      3 | describe(&quot;some tests&quot;, () =&gt; {
      4 | test(&quot;a test case&quot;, () =&gt; {
      5 | // Arrange

      at Resolver._throwModNotFoundError (../../node_modules/jest-resolve/build/resolver.js:487:11)
</code></pre>
<p>Jest cannot find <code>&quot;@proj/pkg2&quot;</code>. It makes sense as it cannot understand workspaces and Jest compiles all files before running the tests. How to solve this?</p>
",<npm><jestjs><ts-jest><npm-workspaces>,0.0,0,0,0,0,1
49179,48432,75022915,1,0,19656462,2.0,0.0,0.0,0.0,2023-01-05T18:34:40.957,0.0,400.0,Problem with Project Dependency Tree (babel-jest/reactjs),"<p>I am fairly new to ReactJS and was messing around with Material UI in a build I'm working on. I installed the package and it completely messed up my build and the ability to open the server.</p>
<p>When I do</p>
<p><code>npm start</code></p>
<p>I get the following error:</p>
<p>`&gt; react-scripts start</p>
<p>There might be a problem with the project dependency tree.
It is likely not a bug in Create React App, but something you need to fix locally.</p>
<p>The react-scripts package provided by Create React App requires a dependency:</p>
<p>&quot;babel-jest&quot;: &quot;23.6.0&quot;</p>
<p>Don't try to install it manually: your package manager does it automatically.
However, a different version of babel-jest was detected higher up in the tree:</p>
<p>/Users/peter/node_modules/babel-jest (version: 27.5.1)</p>
<p>Manually installing incompatible versions is known to cause hard-to-debug issues.</p>
<p>If you would prefer to ignore this check, add SKIP_PREFLIGHT_CHECK=true to an .env file in your project.
That will permanently disable this message but you might encounter other issues.</p>
<p>To fix the dependency tree, try following the steps below in the exact order:</p>
<ol>
<li>Delete package-lock.json (not package.json!) and/or yarn.lock in your project folder.</li>
<li>Delete node_modules in your project folder.</li>
<li>Remove &quot;babel-jest&quot; from dependencies and/or devDependencies in the package.json file in your project folder.</li>
<li>Run npm install or yarn, depending on the package manager you use.</li>
</ol>
<p>In most cases, this should be enough to fix the problem.
If this has not helped, there are a few other things you can try:</p>
<ol start=""5"">
<li><p>If you used npm, install yarn (<a href=""http://yarnpkg.com/"" rel=""nofollow noreferrer"">http://yarnpkg.com/</a>) and repeat the above steps with it instead.
This may help because npm has known issues with package hoisting which may get resolved in future versions.</p>
</li>
<li><p>Check if /Users/peter/node_modules/babel-jest is outside your project directory.
For example, you might have accidentally installed something in your home folder.</p>
</li>
<li><p>Try running npm ls babel-jest in your project folder.
This will tell you which other package (apart from the expected react-scripts) installed babel-jest.</p>
</li>
</ol>
<p>If nothing else helps, add SKIP_PREFLIGHT_CHECK=true to an .env file in your project.
That would permanently disable this preflight check in case you want to proceed anyway.`</p>
<p>When I follow the directions, nothing changes. I did clean install of npm and I created the .env file that it asked.</p>
<p>Is my build just completely ruined?</p>
",<reactjs><npm><node-modules><babel-jest>,0.0,0,0,0,0,1
49363,48616,75136140,1,75141359,8659363,1.0,0.0,0.0,0.0,2023-01-16T15:08:30.287,0.0,491.0,npm install hangs on specific package only (ts-jest),"<p><a href=""https://i.stack.imgur.com/Cvon1.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/Cvon1.png"" alt=""enter image description here"" /></a></p>
<p>I am just trying to install <code>ts-jest</code> on new project like:</p>
<pre class=""lang-bash prettyprint-override""><code>$ mkdir test &amp;&amp; cd test
$ npm init -y
$ npm install ts-jest
</code></pre>
<p>All other packages can be installed with no error or hanging but only <code>ts-jest</code> never be installed and keep stuck at <code>sill idealTree buildDeps</code></p>
<p>If I try to install from github directly it allows me to install package</p>
<pre class=""lang-bash prettyprint-override""><code>$ npm install git+https://github.com/kulshekhar/ts-jest.git
</code></pre>
<p><strong>Here's what I have tried:</strong></p>
<ol>
<li>Remove package-lock and node_modules</li>
<li>Reinstall node</li>
<li>Change node version (16, 17, 18, etc...)</li>
<li>Restart Mac (M1)</li>
<li>Set registry <a href=""http://registry.npmjs.org/"" rel=""nofollow noreferrer"">http://registry.npmjs.org/</a></li>
<li>ssh-add</li>
<li>Install another version of tsjest (v29.0.5, v26.5.3, v25 ...)</li>
<li>Test on another mac (Intel)</li>
<li>Test on another Wifi</li>
<li>Test on LAN</li>
</ol>
<p>But none of them did work for me.</p>
<p><strong>Current Environment:</strong></p>
<ul>
<li>Mac M1 Ventura 13.0</li>
<li>Node v16.13.2</li>
<li>Npm 9.3.0</li>
</ul>
",<typescript><npm><ts-jest>,0.0,0,0,0,0,1
49375,48628,75141686,1,0,13377063,0.0,4.0,0.0,0.0,2023-01-17T03:19:13.330,2.0,216.0,ts jest socket timeout error occurred in aws cdk init,"<p>I'm trying to install ts-jest package but a socket time error occurred.<br />
I can't execute aws cdk init with this error.</p>
<p>Versions:</p>
<pre><code>npm 8.19.3
cdk 2.60.0
nodejs 18.13.0
</code></pre>
<p>I tried to:</p>
<pre><code>1) cdk init sample-app --language typescript
2) npm i -D ts-jest@&quot;&lt;23.10.0&quot;
</code></pre>
<ul>
<li>both failed with an error message below.</li>
</ul>
<p>Error:</p>
<pre><code>npm ERR! code FETCH_ERROR
npm ERR! errno FETCH_ERROR
npm ERR! invalid json response body at https://registry.npmjs.org/ts-jest reason: Invalid response body while trying to fetch https://registry.npmjs.org/ts-jest: aborted

npm ERR! A complete log of this run can be found in:
npm ERR!     /Users/{user}/.npm/_logs/2023-01-17T03_04_26_593Z-debug-0.log`
</code></pre>
<p>in log:</p>
<pre><code> 1268 1267 verbose stack FetchError: invalid json response body at https://registry.npmjs.org/ts-jest reason: Invalid response body while trying to fetch https://registry.npmjs.org/ts-jest:       Socket timeout
 1269 1267 verbose stack     at Response.json (/opt/homebrew/Cellar/node@18/18.13.0_1/lib/node_modules/npm/node_modules/minipass-fetch/lib/body.js:79:13)
 1270 1267 verbose stack     at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
 1271 1267 verbose stack     at async RegistryFetcher.packument (/opt/homebrew/Cellar/node@18/18.13.0_1/lib/node_modules/npm/node_modules/pacote/lib/registry.js:99:25)
 1272 1267 verbose stack     at async RegistryFetcher.manifest (/opt/homebrew/Cellar/node@18/18.13.0_1/lib/node_modules/npm/node_modules/pacote/lib/registry.js:124:23)
 1273 1267 verbose stack     at async [nodeFromEdge] (/opt/homebrew/Cellar/node@18/18.13.0_1/lib/node_modules/npm/node_modules/@npmcli/arborist/lib/arborist/build-ideal-tree.js:1061:19)
 1274 1267 verbose stack     at async [buildDepStep] (/opt/homebrew/Cellar/node@18/18.13.0_1/lib/node_modules/npm/node_modules/@npmcli/arborist/lib/arborist/build-ideal-tree.js:930:11)
 1275 1267 verbose stack     at async Arborist.buildIdealTree (/opt/homebrew/Cellar/node@18/18.13.0_1/lib/node_modules/npm/node_modules/@npmcli/arborist/lib/arborist/build-ideal-tree.js:211:      7)
 1276 1267 verbose stack     at async Promise.all (index 1)
 1277 1267 verbose stack     at async Arborist.reify (/opt/homebrew/Cellar/node@18/18.13.0_1/lib/node_modules/npm/node_modules/@npmcli/arborist/lib/arborist/reify.js:154:5)
 1278 1267 verbose stack     at async Install.exec (/opt/homebrew/Cellar/node@18/18.13.0_1/lib/node_modules/npm/lib/commands/install.js:145:5)
</code></pre>
<p>Additional:
cdk init stopped in this status:
<code>idealTree:cdktest: sill idealTree buildDeps</code></p>
<p>What am I missing?</p>
<p>I also tried to:</p>
<pre><code>npm cache clean --force

npm config rm proxy

npm config rm https-proxy

npm cache verify
</code></pre>
",<npm><aws-cdk><ts-jest>,0.0,0,0,0,0,1
49520,48773,75222226,1,0,15493878,0.0,1.0,0.0,0.0,2023-01-24T13:33:29.503,0.0,21.0,Non working repositories that are older than half a year,"<p>I have a problem that when I clone a Github repository that is older more then half a year I am not able to run it with neither <code>npm start</code> nor <code>yarn start</code>. I have been successful with one repository only and it was only a few months old. I think it might be because of the new React version. I am quite new to React so I don't know for sure.</p>
<p>I always get an error message that looks something like this</p>
<pre><code>There might be a problem with the project dependency tree.
It is likely not a bug in Create React App, but something you need to fix locally.

The react-scripts package provided by Create React App requires a dependency:

  &quot;babel-jest&quot;: &quot;^26.6.0&quot;

Don't try to install it manually: your package manager does it automatically.
However, a different version of babel-jest was detected higher up in the tree:

  /Users/username/node_modules/babel-jest (version: 27.5.1) 

Manually installing incompatible versions is known to cause hard-to-debug issues.

If you would prefer to ignore this check, add SKIP_PREFLIGHT_CHECK=true to an .env file in your project.
That will permanently disable this message but you might encounter other issues.

To fix the dependency tree, try following the steps below in the exact order:

  1. Delete package-lock.json (not package.json!) and/or yarn.lock in your project folder.
  2. Delete node_modules in your project folder.
  3. Remove &quot;babel-jest&quot; from dependencies and/or devDependencies in the package.json file in your project folder.
  4. Run npm install or yarn, depending on the package manager you use.

In most cases, this should be enough to fix the problem.
If this has not helped, there are a few other things you can try:

  5. If you used npm, install yarn (http://yarnpkg.com/) and repeat the above steps with it instead.
     This may help because npm has known issues with package hoisting which may get resolved in future versions.

  6. Check if /Users/username/node_modules/babel-jest is outside your project directory.
     For example, you might have accidentally installed something in your home folder.

  7. Try running npm ls babel-jest in your project folder.
     This will tell you which other package (apart from the expected react-scripts) installed babel-jest.

If nothing else helps, add SKIP_PREFLIGHT_CHECK=true to an .env file in your project.
That would permanently disable this preflight check in case you want to proceed anyway.

P.S. We know this message is long but please read the steps above :-) We hope you find them helpful!

error Command failed with exit code 1.
info Visit https://yarnpkg.com/en/docs/cli/run for documentation about this command.
</code></pre>
<p>Even after following all 7 steps, I am still getting the same result. What should I do??</p>
",<reactjs><npm><create-react-app><yarnpkg><babel-jest>,0.0,0,1,0,0,1
51031,50284,76052964,1,0,4741847,0.0,4.0,0.0,0.0,2023-04-19T09:36:31.407,5.0,285.0,Jest locking with EBUSY for every test,"<h1>Summarise the problem</h1>
<p>I'm hitting the following issue whenever running tests in Jest for an angular project:</p>
<pre><code>EBUSY: resource busy or locked, open 'C:\Users\&lt;username&gt;\AppData\Local\Temp\jest\ts-jest\1b\56fbb16412d9bba7787f9ba7186e4b9972adfb\e9a8ee471bc676fe755c57379268f21a1390a7a4

    &gt; 1 | import 'jest-preset-angular/setup-jest';
        | ^
      2 |

      at NgJestTransformer.TsJestTransformer.getCacheKey (../../node_modules/ts-jest/dist/legacy/ts-jest-transformer.js:341:40)
      at Object.&lt;anonymous&gt; (../../node_modules/rxjs/dist/cjs/index.js:33:14)
      at Object.&lt;anonymous&gt; (../../node_modules/@angular/core/fesm2015/core.mjs:7:69)
      at Object.&lt;anonymous&gt; (../../node_modules/@angular/core/fesm2015/testing.mjs:7:1159)
      at Object.&lt;anonymous&gt; (../../node_modules/jest-preset-angular/setup-jest.mjs:2:28)
      at Object.&lt;anonymous&gt; (src/setup-jest.ts:1:1)
</code></pre>
<p>...run via the command: <code>nx run &lt;project&gt;:test</code></p>
<p>These were working up until Monday.</p>
<p>The tests <strong>do</strong> run if I run either:</p>
<ul>
<li>A individual test/test suite in rider</li>
<li>A single test suite in the terminal via: <code>nx run &lt;project&gt;:test --project=&lt;project&gt; --testFile=src/app/services/plotly-layout.service.spec.ts</code></li>
</ul>
<h1>Describe what you've tried</h1>
<p>I see these EBUSY issues a fair amount, but usually, one of the following works:</p>
<ul>
<li>Closing the terminal I'm working in</li>
<li>Closing Rider</li>
<li>Restarting my computer</li>
</ul>
<p>None of these are working.</p>
<p>Given that the lock was on the <code>Temp</code> folder, I've tried deleting the entire <code>Temp/jest</code> folder, but it just regenerates the <code>56fbb16412d9bba7787f9ba7186e4b9972adfb\e9a8ee471bc676fe755c57379268f21a1390a7a4</code> file and locks immediately on the next test run.</p>
<p>Has anyone come across this before? My assumption is that <code>jest</code> is parallelizing test suites where it shouldn't be, but I don't know why it would have suddenly started.</p>
",<angular><typescript><npm><ts-jest>,0.0,0,0,0,0,1
52392,51645,76763599,1,0,22282718,1.0,0.0,0.0,0.0,2023-07-25T14:10:52.633,0.0,21.0,How to test non-exported Typescript modules?,"<p>The compiler accepts my current solution, so nothing is marked red, but the tests still fail: &quot;ReferenceError: myFunction is not defined&quot;.</p>
<p>I would like to test the following module in TypeScript:
File1.ts:</p>
<pre><code>module MyModule {
  export function myFunction(): string {
    return &quot;Hello, World!&quot;;
  }
}
</code></pre>
<p>This is how the test currently looks:
File1.test.ts:</p>
<pre><code>module MyModule {
  describe('Test1', () =&gt; {
    test('equal', () =&gt; {
      expect(myFunction()).toBe(&quot;Hello, World!&quot;);
    });
  });
}
</code></pre>
<p>Both files are specified in the tsconfig.json:</p>
<pre><code>&quot;files&quot;:[
  &quot;File1.test.ts&quot;,
  &quot;File1.ts&quot;
]
</code></pre>
<p>I would be very grateful for any advice and help!</p>
",<typescript><unit-testing><npm><babel-jest>,0.0,0,0,0,0,1
53331,52584,77282707,1,0,5598038,2.0,0.0,0.0,0.0,2023-10-12T17:29:03.613,0.0,63.0,How to mock console.log in Jest JS,"<p>I am doing testing using JEST in npm. Below is scenarios</p>
<p>I have a TestScript.js file</p>
<pre><code>function someComplexFunction() {
  console.log(&quot;some important message&quot;);
}

module.exports = someComplexFunction
</code></pre>
<p>to test this function in there in TestScript.test.js file</p>
<pre><code>const someComplexFunction = require(&quot;./TestScript&quot;)


test('Console log should have been called', () =&gt; {
    const logSpy = jest.spyOn(console, 'log');

    someComplexFunction();
    
    expect(logSpy).toHaveBeenCalledWith('some important message');
    
    logSpy.mockRestore();
});
</code></pre>
<p>when I am runnig the test I getting failure</p>
<blockquote>
<p>npm test</p>
</blockquote>
<p>Console log should have been called</p>
<pre><code>    expect(jest.fn()).toHaveBeenCalledWith(...expected)

    Expected: &quot;some important message&quot;

    Number of calls: 0

      32 |      someComplexFunction();
      33 |
    &gt; 34 |      expect(logSpy).toHaveBeenCalledWith('some important message');
         |                     ^
      35 |
      36 |      logSpy.mockRestore();
      37 | });

      at Object.toHaveBeenCalledWith (src/test/TestScript.test.js:34:17)
</code></pre>
<p>Please let me know what I am making mistake, why mocking is not working.</p>
<p>I tried changing the spyOn function but still not working, also tried with warn but still no luck.</p>
",<npm><jestjs><jest-mock-extended>,0.0,0,0,0,0,1
